"loadings" "Annotation"
"r2371" "-0.0837953841094896" "_Redox/OxPhosPho"
"r1587" "-0.0793995817247081" "_Redox/OxPhosPho"
"GLUDC" "-0.0764271339326458" "_Redox/OxPhosPho"
"GMPS2" "-0.0727548704000007" "_Redox/OxPhosPho"
"ATPtm" "-0.0727225767075355" "_Redox/OxPhosPho"
"AKGMALtm" "-0.0724636357506979" "_Redox/OxPhosPho"
"HISCAT1" "-0.0708186984210959" "_Redox/OxPhosPho"
"LEUt4" "-0.0699194656438525" "_Redox/OxPhosPho"
"r1855" "-0.0699192864786436" "_Redox/OxPhosPho"
"r1767" "-0.0699192864786435" "_Redox/OxPhosPho"
"r1672" "-0.0699192864786435" "_Redox/OxPhosPho"
"r1974" "-0.0699192864786435" "_Redox/OxPhosPho"
"r1925" "-0.0699192864786435" "_Redox/OxPhosPho"
"r0165" "-0.0699192864786435" "_Redox/OxPhosPho"
"EX_glyb_e" "-0.0699192864786435" "_Redox/OxPhosPho"
"GLYC3PFADm" "-0.0699192864786434" "_Redox/OxPhosPho"
"CYSASNNaEx" "-0.0699192864786434" "_Redox/OxPhosPho"
"r0413" "-0.0699192864786434" "_Redox/OxPhosPho"
"r1951" "-0.0699192864786434" "_Redox/OxPhosPho"
"NRPPHRtu" "-0.0699192864786434" "_Redox/OxPhosPho"
"r1757" "-0.0699192864786434" "_Redox/OxPhosPho"
"r1918" "-0.0699192864786434" "_Redox/OxPhosPho"
"r1986" "-0.0699192864786434" "_Redox/OxPhosPho"
"ASNTHRNaEx" "-0.0699192864786434" "_Redox/OxPhosPho"
"r1538" "-0.0699192864786433" "_Redox/OxPhosPho"
"DHAPtc" "-0.0699192864786433" "_Redox/OxPhosPho"
"r1816" "-0.0699060595126563" "_Redox/OxPhosPho"
"r1807" "-0.0697617043261608" "_Redox/OxPhosPho"
"GLYVESSEC" "-0.0693749986074476" "_Redox/OxPhosPho"
"EX_co2_e" "-0.06760631469118" "_Redox/OxPhosPho"
"r1625" "-0.0667889081289848" "_Redox/OxPhosPho"
"r1656" "-0.0666708587396161" "_Redox/OxPhosPho"
"EX_ile_L_e" "-0.0665937429966359" "_Redox/OxPhosPho"
"34HPPte" "-0.0665937429958695" "_Redox/OxPhosPho"
"r1696" "-0.0665644571794409" "_Redox/OxPhosPho"
"G6PDA" "-0.06650832239842" "_Redox/OxPhosPho"
"GF6PTA" "-0.06650832239842" "_Redox/OxPhosPho"
"HISyLATthc" "-0.0660873692293312" "_Redox/OxPhosPho"
"FUMTSULtm" "-0.0659462572734425" "_Redox/OxPhosPho"
"r0917" "-0.0655475573330712" "_Redox/OxPhosPho"
"r1670" "0.0669429333343602" "_Glucose/Hypoxia"
"r1602" "0.0694113318255693" "_Glucose/Hypoxia"
"CTPS1" "0.0720514452696376" "_Glucose/Hypoxia"
"BALAtmr" "0.0963487315563479" "_Glucose/Hypoxia"
"ADEt" "0.096348731556348" "_Glucose/Hypoxia"
"APAT2rm" "0.096348731556348" "_Glucose/Hypoxia"
"EX_trp_L_e" "0.0964345744921555" "_Glucose/Hypoxia"
"PPA" "-0.115313024086499" "_Ews_high"
"FDH" "-0.100749953360376" "_Ews_high"
"PRFGS" "-0.09661804701513" "_Ews_high"
"GLUPRT" "-0.09661804701513" "_Ews_high"
"LMPD_atp_c_1_10" "-0.0964777497075916" "_Ews_high"
"3HAO" "-0.0963487315563483" "_Ews_high"
"r1737" "-0.0963487315563482" "_Ews_high"
"SO4HCOtex" "-0.0963487315563482" "_Ews_high"
"CLOXAtex2" "-0.0963487315563481" "_Ews_high"
"r1674" "-0.0963487315563481" "_Ews_high"
"r1897" "-0.096348731556348" "_Ews_high"
"2OXOADPTm" "-0.096348731556348" "_Ews_high"
"TRPO2" "-0.096348731556348" "_Ews_high"
"FKYNH" "-0.096348731556348" "_Ews_high"
"AMCOXO" "-0.0963487315563479" "_Ews_high"
"BALAVECSEC" "-0.0963487315563479" "_Ews_high"
"HKYNH" "-0.0963487315563479" "_Ews_high"
"KYN3OX" "-0.0963487315563479" "_Ews_high"
"PCLAD" "-0.0963487315563479" "_Ews_high"
"r0645" "-0.0963487315563479" "_Ews_high"
"r2439" "-0.0963487315563479" "_Ews_high"
"EX_ade_e" "-0.0963487315563479" "_Ews_high"
"EX_ala_B_e" "-0.0963487315563479" "_Ews_high"
"r1788" "-0.0963450798718379" "_Ews_high"
"OXAHCOtex" "-0.096235900817971" "_Ews_high"
"r1780" "-0.0926589062603622" "_Ews_high"
"r1921" "-0.0882097523212146" "_Ews_high"
"H2O2tm" "-0.0877899435984076" "_Ews_high"
"GTHPm" "-0.0869729756277182" "_Ews_high"
"r1916" "-0.0866553675137288" "_Ews_high"
"r1716" "-0.0820797547967385" "_Ews_high"
"r1687" "-0.0808129262135425" "_Ews_high"
"r1683" "-0.0748603141918878" "_Ews_high"
"CTPS2" "-0.0722139676893158" "_Ews_high"
"ACITL" "-0.0690151880480721" "_Ews_high"
"r0817" "-0.0683139977417025" "_Ews_high"
"LYStiDF" "-0.0672369210795133" "_Ews_high"
"r1685" "-0.0670204750644694" "_Ews_high"
"r0801" "-0.0663579866302813" "_Ews_high"
"ACACt2" "0.0654735527590224" "_Glucose/Hypoxia"
"EX_citr_L_e" "0.0693808862118842" "_Glucose/Hypoxia"
"CTPS1" "0.0694322861168537" "_Glucose/Hypoxia"
"HACD1m" "0.0720579073649875" "_Glucose/Hypoxia"
"ECOAH1m" "0.0720579073649876" "_Glucose/Hypoxia"
"EX_lys_L_e" "0.0725560366136658" "_Glucose/Hypoxia"
"G3PD1" "0.0755688420307103" "_Glucose/Hypoxia"
"r2384" "0.0780935710889754" "_Glucose/Hypoxia"
"VALPHELAT2tc" "0.0793816193763412" "_Glucose/Hypoxia"
"r2392" "0.0816066522205593" "_Glucose/Hypoxia"
"G5SDym" "0.0918442008486284" "_Glucose/Hypoxia"
"GLU5Km" "0.0918442008486285" "_Glucose/Hypoxia"
"EX_h2o2_e" "0.0935053979771673" "_Glucose/Hypoxia"
"r0822" "0.102337694501062" "_Glucose/Hypoxia"
"EX_chol_e" "0.102488670523946" "_Glucose/Hypoxia"
"FORtr" "0.102488670524061" "_Glucose/Hypoxia"
"HMGCOAtm" "0.102488670524062" "_Glucose/Hypoxia"
"EX_3mop_e" "0.102488670524063" "_Glucose/Hypoxia"
"PE_HStm" "0.102488670524063" "_Glucose/Hypoxia"
"EX_pi_e" "0.102488670527681" "_Glucose/Hypoxia"
"EX_met_L_e" "0.102488670603629" "_Glucose/Hypoxia"
"ILETAm" "0.102499745488469" "_Glucose/Hypoxia"
"ILEt5m" "0.102499834948861" "_Glucose/Hypoxia"
"3SALAASPm" "0.102528393354372" "_Glucose/Hypoxia"
"THRCYSNaEx" "0.102635007429275" "_Glucose/Hypoxia"
"HISyLATtc" "0.102700869753499" "_Glucose/Hypoxia"
"MALSO4tm" "0.103586037468666" "_Glucose/Hypoxia"
"CYSO" "-0.102898605766457" "_Proliferating_Redox/OxPhosPho"
"3SPYRSPm" "-0.102530403673658" "_Proliferating_Redox/OxPhosPho"
"3SALATAim" "-0.102528638425744" "_Proliferating_Redox/OxPhosPho"
"CYSTGL" "-0.102488670755222" "_Proliferating_Redox/OxPhosPho"
"CYSTS" "-0.102488670755221" "_Proliferating_Redox/OxPhosPho"
"LMPD_dttp_n_1_11" "-0.102488670587791" "_Proliferating_Redox/OxPhosPho"
"LMPD_dgtp_n_1_11" "-0.102488670556735" "_Proliferating_Redox/OxPhosPho"
"LMPD_chsterol_c_1_21" "-0.102488670524066" "_Proliferating_Redox/OxPhosPho"
"LMPD_sphmyln_hs_c_1_12" "-0.102488670524066" "_Proliferating_Redox/OxPhosPho"
"DATPtn" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"DCTPtn" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"DGTPtn" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"LMPD_dctp_n_1_7" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"PSFLIPm" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"LMPD_clpn_hs_c_1_12" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"biomass" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"LMPD_pchol_hs_c_1_9" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"DTTPtn" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"LMPD_ps_hs_c_1_8" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"LMPD_pe_hs_c_1_9" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"3MOPte" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"LMPD_pglyc_hs_c_1_11" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"LMPD_pail_hs_c_1_10" "-0.102488670524063" "_Proliferating_Redox/OxPhosPho"
"O2ter" "-0.102488670524062" "_Proliferating_Redox/OxPhosPho"
"CBPS" "-0.102488670507174" "_Proliferating_Redox/OxPhosPho"
"LMPD_ctp_c_1_5" "-0.102488670494029" "_Proliferating_Redox/OxPhosPho"
"LMPD_gtp_c_1_9" "-0.102488670485069" "_Proliferating_Redox/OxPhosPho"
"LMPD_datp_n_1_12" "-0.102488670370684" "_Proliferating_Redox/OxPhosPho"
"H2O2t" "-0.0935053979771673" "_Proliferating_Redox/OxPhosPho"
"FUMSO4tm" "-0.0908759115006452" "_Proliferating_Redox/OxPhosPho"
"r2379" "-0.0894265706099102" "_Proliferating_Redox/OxPhosPho"
"GNMT" "-0.0787912621256455" "_Proliferating_Redox/OxPhosPho"
"SARCStm" "-0.0787912621256454" "_Proliferating_Redox/OxPhosPho"
"SARDHm" "-0.0787912621256453" "_Proliferating_Redox/OxPhosPho"
"OIVD3m" "-0.0780935710889757" "_Proliferating_Redox/OxPhosPho"
"ACOAD10m" "-0.0780935710889757" "_Proliferating_Redox/OxPhosPho"
"ACACT10m" "-0.0780935710889756" "_Proliferating_Redox/OxPhosPho"
"HACD9m" "-0.0780935710889756" "_Proliferating_Redox/OxPhosPho"
"3MOPt2im" "-0.0780935710889756" "_Proliferating_Redox/OxPhosPho"
"r1848" "-0.0780935710889756" "_Proliferating_Redox/OxPhosPho"
"ECOAH9m" "-0.0780935710889756" "_Proliferating_Redox/OxPhosPho"
"r1763" "-0.0780935710889756" "_Proliferating_Redox/OxPhosPho"
"r1752" "-0.0780935710889756" "_Proliferating_Redox/OxPhosPho"
"r2387" "-0.0780935710889754" "_Proliferating_Redox/OxPhosPho"
"G3PD2m" "-0.0753651931081466" "_Proliferating_Redox/OxPhosPho"
"SACCD3m" "-0.0722436028595967" "_Proliferating_Redox/OxPhosPho"
"AASAD3m" "-0.0722436028595921" "_Proliferating_Redox/OxPhosPho"
"r0450" "-0.072243602859592" "_Proliferating_Redox/OxPhosPho"
"HMGCOASim" "-0.0720579073649876" "_Proliferating_Redox/OxPhosPho"
"2OXOADOXm" "-0.0720579073649844" "_Proliferating_Redox/OxPhosPho"
"LYStm" "-0.071066913897811" "_Proliferating_Redox/OxPhosPho"
"CTPS2" "-0.0700538219527447" "_Proliferating_Redox/OxPhosPho"
"SERt4" "-0.068574788458094" "_Proliferating_Redox/OxPhosPho"
"r2102" "0.0650782959206251" "_Glucose/Hypoxia"
"ICDHyrm" "0.0651190293360457" "_Glucose/Hypoxia"
"G6PDH2r" "0.0653331615475206" "_Glucose/Hypoxia"
"r2095" "0.0657886645292903" "_Glucose/Hypoxia"
"r2101" "0.0659226644058907" "_Glucose/Hypoxia"
"r2117" "0.0659226644058907" "_Glucose/Hypoxia"
"TYRt" "0.0663675415241979" "_Glucose/Hypoxia"
"r1696" "0.0684649664799386" "_Glucose/Hypoxia"
"r1606" "0.0701626308985788" "_Glucose/Hypoxia"
"ALAtN1" "0.0755185775372815" "_Glucose/Hypoxia"
"CTPS2" "0.0782252556194567" "_Glucose/Hypoxia"
"r0055" "0.0853477867765191" "_Glucose/Hypoxia"
"PPItr" "0.0971403889129887" "_Glucose/Hypoxia"
"r1634" "-0.11193483112126" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_mthgxl_e" "-0.110712959087641" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"MTHGXLt" "-0.110712959087641" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"LEUyLAThtc" "-0.0961045178689467" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r2403" "-0.0960948900738453" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"ARGt4" "-0.0960948900738453" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1774" "-0.0960948900738453" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1790" "-0.0960948900738453" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r2521" "-0.0960948900738453" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"AACTOOR" "-0.0939877986748866" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"GLYATm" "-0.093987798674886" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"AOBUTDsm" "-0.093987798674886" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"AACTtm" "-0.0939877986748857" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"MMSAD3m" "-0.0938796311646934" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"PPCOAOm" "-0.0934259051152788" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"PRPNCOAHYDm" "-0.0933519413433209" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0596" "-0.0933519413433209" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0365" "-0.0933519413433209" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1623" "-0.0932462245085513" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_akg_e" "-0.090605006939193" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1563" "-0.0886252436227391" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1630" "-0.0810250963254351" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"CTPS1" "-0.0784020460188544" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1680" "-0.0778457096911291" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1587" "-0.0756883242554926" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1548" "-0.0705202393846684" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1544" "-0.0692873195326577" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1611" "-0.0690967850854369" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"ALASERNaEx" "-0.067882119729226" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1669" "-0.0675219369157276" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"G6PDH2c" "-0.065033807149406" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1584" "0.0716027987716296" "_Proliferating_Glucose/Hypoxia"
"ACACT1r" "0.0738867737027009" "_Proliferating_Glucose/Hypoxia"
"G6PDH2c" "0.0748989030929201" "_Proliferating_Glucose/Hypoxia"
"r1605" "-0.082968832074254" "_Redox/OxPhosPho"
"r1622" "-0.0760257017320626" "_Redox/OxPhosPho"
"G6PDH2r" "-0.0745782139823117" "_Redox/OxPhosPho"
"AACOAT" "-0.073886773702701" "_Redox/OxPhosPho"
"CYSPHELAT2tc" "-0.072452896675003" "_Redox/OxPhosPho"
"SERATB0tc" "-0.0720355742552564" "_Redox/OxPhosPho"
"OAADC" "0.0715192909302652" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"THD1m" "0.0722491198435472" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0086" "0.0730184534013189" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0157" "0.073018453401319" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0010" "0.0735215571112307" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0683" "0.0753652791530146" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"NKCC2t" "0.075521850419651" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_chol_e" "0.0756355189643338" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_34hpp" "0.0756355189643346" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1780" "0.0756355189643346" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"PE_HStm" "0.0756355189643347" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"SO4CLtex2" "0.0756355189643347" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_pi_e" "0.0756355189744646" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_co2_e" "0.0774117026502903" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r2419" "0.0818229008206755" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"FUMtm" "0.0833326611400264" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_gly_e" "0.0849161784888205" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"NAHCO3_HCLt" "0.0874597808049671" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0829" "0.0880574014407219" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0821" "0.0955391437144449" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"MALTSULtm" "0.104693690289052" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0830" "0.118923675403415" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"MALSO3tm" "-0.106648941770822" "_Ews_low"
"MALSO4tm" "-0.106136868564048" "_Ews_low"
"FUMTSULtm" "-0.104693690289052" "_Ews_low"
"SUCCt2m" "-0.0882618555999363" "_Ews_low"
"CO2t" "-0.0774117026502903" "_Ews_low"
"MALtm" "-0.0771232991509102" "_Ews_low"
"r0822" "-0.0761434068618635" "_Ews_low"
"SO4t4_2" "-0.075636213137213" "_Ews_low"
"LMPD_dttp_n_1_11" "-0.0756355191675624" "_Ews_low"
"LMPD_datp_n_1_12" "-0.075635519024486" "_Ews_low"
"CBPS" "-0.0756355189837181" "_Ews_low"
"LMPD_dgtp_n_1_11" "-0.0756355189665569" "_Ews_low"
"LMPD_sphmyln_hs_c_1_12" "-0.0756355189643423" "_Ews_low"
"PSFLIPm" "-0.0756355189643347" "_Ews_low"
"DTTPtn" "-0.0756355189643347" "_Ews_low"
"DATPtn" "-0.0756355189643347" "_Ews_low"
"DGTPtn" "-0.0756355189643347" "_Ews_low"
"DCTPtn" "-0.0756355189643346" "_Ews_low"
"biomass" "-0.0756355189643346" "_Ews_low"
"XYLUR" "-0.0756355189643346" "_Ews_low"
"LMPD_pe_hs_c_1_9" "-0.0756355189643346" "_Ews_low"
"34HPPte" "-0.0756355189643346" "_Ews_low"
"r0784" "-0.0756355189643346" "_Ews_low"
"LMPD_pail_hs_c_1_10" "-0.0756355189643345" "_Ews_low"
"LMPD_pchol_hs_c_1_9" "-0.0756355189643345" "_Ews_low"
"LMPD_pglyc_hs_c_1_11" "-0.0756355189643345" "_Ews_low"
"LMPD_clpn_hs_c_1_12" "-0.0756355189643344" "_Ews_low"
"LMPD_ps_hs_c_1_8" "-0.0756355189643344" "_Ews_low"
"LMPD_dctp_n_1_7" "-0.0756355189643344" "_Ews_low"
"LMPD_ctp_c_1_5" "-0.075635518959669" "_Ews_low"
"LMPD_gtp_c_1_9" "-0.0756355189194077" "_Ews_low"
"r2391" "-0.0745239259520827" "_Ews_low"
"r2392" "-0.0728540855106129" "_Ews_low"
"VALt4" "-0.0713204325157919" "_Ews_low"
"r2473" "-0.070289078509952" "_Ews_low"
"MALSO3tm" "0.0717424084184299" "_Ews_high"
"EX_gly_e" "0.0724780258844956" "_Ews_high"
"EX_gln_L_e" "0.0751716430630706" "_Ews_high"
"ALAASNNaEx" "0.0793544445584001" "_Ews_high"
"FUMTSULtm" "0.0796584726521606" "_Ews_high"
"r2521" "0.0801036358071755" "_Ews_high"
"SUCCt2m" "0.0802982254194643" "_Ews_high"
"r1626" "0.086487116208069" "_Ews_high"
"r1552" "0.0892297485874395" "_Ews_high"
"HISSNAT5tc" "0.0914478894852019" "_Ews_high"
"CYSSNAT5tc" "0.0918488226629518" "_Ews_high"
"r1575" "0.0932111957232696" "_Ews_high"
"CYSASNNaEx" "0.0933087125696457" "_Ews_high"
"BALAVECSEC" "0.093309988508776" "_Ews_high"
"r0899" "0.093309988508776" "_Ews_high"
"ACOAHi" "0.093309988508776" "_Ews_high"
"ACITL" "0.0949773600789822" "_Ews_high"
"r1616" "0.0966643875175193" "_Ews_high"
"MALSO4tm" "0.100410124831606" "_Ews_high"
"ALATHRNaEx" "0.106054710980977" "_Ews_high"
"L_LACDcm" "0.119173288268984" "_Ews_high"
"EX_ala_B_e" "0.132691338572829" "_Ews_high"
"PIt9" "0.163423480697541" "_Ews_high"
"APAT2rm" "-0.13269133857283" "_Proliferating_Redox/OxPhosPho"
"BALAtmr" "-0.13269133857283" "_Proliferating_Redox/OxPhosPho"
"r1109" "-0.0952077382217279" "_Proliferating_Redox/OxPhosPho"
"HIStN1" "-0.0933099885087761" "_Proliferating_Redox/OxPhosPho"
"AKGt4_3" "-0.0933099885087759" "_Proliferating_Redox/OxPhosPho"
"CYOR_u10m" "-0.0878760193857521" "_Proliferating_Redox/OxPhosPho"
"ALAGLNNaEx" "-0.0853459525428706" "_Proliferating_Redox/OxPhosPho"
"r1614" "-0.0836535683503465" "_Proliferating_Redox/OxPhosPho"
"r0830" "-0.0812205528058501" "_Proliferating_Redox/OxPhosPho"
"r0829" "-0.080239929078175" "_Proliferating_Redox/OxPhosPho"
"MALTSULtm" "-0.0796584726521606" "_Proliferating_Redox/OxPhosPho"
"r1590" "-0.0790480863198522" "_Proliferating_Redox/OxPhosPho"
"r1580" "-0.0777145496928327" "_Proliferating_Redox/OxPhosPho"
"r1646" "-0.0773484354620304" "_Proliferating_Redox/OxPhosPho"
"FUMtm" "-0.0747651934542722" "_Proliferating_Redox/OxPhosPho"
"r2403" "-0.0746385324521492" "_Proliferating_Redox/OxPhosPho"
"r1147" "-0.0734866282429129" "_Proliferating_Redox/OxPhosPho"
"r1605" "-0.0693989623545588" "_Proliferating_Redox/OxPhosPho"
"TYRTA" "0.0702849549576267" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"GLYSNAT5tc" "0.0705444435006665" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r2412" "0.0711471484177707" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"MTHGXLt" "0.0719681947498783" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_mthgxl_e" "0.0719681947498783" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1961" "0.0722447709109714" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_citr_L_e" "0.0722999987599633" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"OCBTm" "0.0722999987599635" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"CBPSam" "0.0723314221040711" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"HISt4" "0.0738197324904404" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0010" "0.0766715343636637" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"METtec" "0.0774063315777279" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"OAADC" "0.0792920179725452" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0086" "0.0799003482851362" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0157" "0.0799003482851365" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"SO4CLtex2" "0.0801029674083706" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_34hpp" "0.0801029674083706" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"PE_HStm" "0.0801029674083707" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1780" "0.0801029674083707" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_chol_e" "0.0801029674083737" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_pi_e" "0.0801029674114259" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0819" "0.082914615824125" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"METLEUex" "0.0839321656291424" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"RE2954C" "0.0984662209618502" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"ASNt4" "0.118146814477118" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"PYK" "-0.0984959205300088" "_Proliferating_Redox/OxPhosPho"
"NDPK4" "-0.0980746243724534" "_Proliferating_Redox/OxPhosPho"
"ALAASNNaEx" "-0.0884330669031986" "_Proliferating_Redox/OxPhosPho"
"r2403" "-0.0874731404816357" "_Proliferating_Redox/OxPhosPho"
"PIt9" "-0.0821390791980421" "_Proliferating_Redox/OxPhosPho"
"LMPD_gtp_c_1_9" "-0.0801029674239377" "_Proliferating_Redox/OxPhosPho"
"LMPD_ctp_c_1_5" "-0.0801029674152402" "_Proliferating_Redox/OxPhosPho"
"LMPD_pe_hs_c_1_9" "-0.0801029674083707" "_Proliferating_Redox/OxPhosPho"
"PSFLIPm" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"biomass" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"LMPD_pglyc_hs_c_1_11" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"34HPPte" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"LMPD_pchol_hs_c_1_9" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"r0784" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"DATPtn" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"XYLUR" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"LMPD_pail_hs_c_1_10" "-0.0801029674083706" "_Proliferating_Redox/OxPhosPho"
"DTTPtn" "-0.0801029674083705" "_Proliferating_Redox/OxPhosPho"
"DCTPtn" "-0.0801029674083705" "_Proliferating_Redox/OxPhosPho"
"DGTPtn" "-0.0801029674083705" "_Proliferating_Redox/OxPhosPho"
"LMPD_ps_hs_c_1_8" "-0.0801029674083705" "_Proliferating_Redox/OxPhosPho"
"LMPD_clpn_hs_c_1_12" "-0.0801029674083705" "_Proliferating_Redox/OxPhosPho"
"LMPD_sphmyln_hs_c_1_12" "-0.0801029674083705" "_Proliferating_Redox/OxPhosPho"
"LMPD_dctp_n_1_7" "-0.0801029674083703" "_Proliferating_Redox/OxPhosPho"
"LMPD_datp_n_1_12" "-0.080102967399722" "_Proliferating_Redox/OxPhosPho"
"CBPS" "-0.0801029673785402" "_Proliferating_Redox/OxPhosPho"
"LMPD_dgtp_n_1_11" "-0.0801029672812019" "_Proliferating_Redox/OxPhosPho"
"LMPD_dttp_n_1_11" "-0.0801029670977906" "_Proliferating_Redox/OxPhosPho"
"SO4t4_2" "-0.0801025211671235" "_Proliferating_Redox/OxPhosPho"
