Var1,ASP14_i10_plus_midhigh
r2041,0.0164583333333333
r2042,0.0164583333333333
r2043,0.0164583333333333
r2044,0.0164583333333333
r2045,0.0164583333333333
r2046,0.0164583333333333
r2047,0.0164583333333333
r2048,0.0164583333333333
r2049,0.0164583333333333
r2050,0.0164583333333333
r2051,0.0164583333333333
r2052,0.0164583333333333
r2053,0.0164583333333333
r2054,0.0164583333333333
r2055,0.0164583333333333
r2056,0.0164583333333333
r2057,0.0164583333333333
r2058,0.0164583333333333
r2059,0.0164583333333333
r2060,0.0164583333333333
r2061,0.0164583333333333
r2062,0.0164583333333333
r2063,0.0164583333333333
r2064,0.0164583333333333
r2065,0.0164583333333333
r2066,0.0164583333333333
r2067,0.0164583333333333
r2068,0.0164583333333333
r2069,0.0164583333333333
r2070,0.0164583333333333
r2071,0.0164583333333333
r2079,2.415625
r2080,2.415625
r2081,2.415625
r2083,2.415625
r2084,2.415625
r2093,2.415625
r2094,2.415625
r2095,2.415625
r2097,2.415625
r2099,2.415625
r2101,2.415625
r2102,2.415625
r2104,2.415625
r2105,2.415625
r2107,2.415625
r2110,2.415625
r2112,2.415625
r2114,2.415625
r2117,2.415625
r2119,2.415625
r2128,2.415625
r2137,NaN
r2308,0.0259895833333333
r2309,0.0259895833333333
r2371,1.0799375
r2372,1.0799375
r2373,1.0799375
r2374,1.0799375
r2375,1.0799375
r2376,1.0799375
r2377,1.0799375
r2378,1.0799375
r2379,1.0799375
r2380,1.0799375
r2381,1.0799375
r2382,1.0799375
r2384,1.0799375
r2385,1.0799375
r2386,1.0799375
r2387,1.0799375
r2388,1.0799375
r2389,1.0799375
r2390,1.0799375
r2391,1.0799375
r2392,1.0799375
r2393,1.0799375
r2394,1.0799375
r2395,NaN
r2396,NaN
r2397,NaN
r2398,NaN
r2399,NaN
r2400,NaN
r2401,NaN
r2402,NaN
r2403,NaN
r2404,NaN
r2405,NaN
r2406,NaN
r2407,NaN
r2408,NaN
r2409,NaN
r2410,NaN
r2411,NaN
r2412,NaN
r2413,NaN
r2416,NaN
r2419,0.189947916666667
r2420,0.189947916666667
r2439,NaN
r2471,0.332
r2472,0.139854166666667
r2473,0.587760416666667
r2516,2.415625
r2519,NaN
r2520,1.39614583333333
r2521,NaN
r2525,0.271385416666667
r2526,0.271385416666667
r2532,0.271385416666667
r2534,0.271385416666667
r2535,0.271385416666667
EX_sprm_e,NaN
RE0383C,2.14885416666667
RE0453C,NaN
RE0688E,NaN
RE0689E,NaN
RE0690E,NaN
RE0691C,NaN
RE0827E,NaN
RE0828E,NaN
RE1233C,NaN
RE1897C,NaN
RE1898C,NaN
RE2349C,NaN
RE2954C,3.00994791666667
RE3367E,NaN
EX_citr_L_e,NaN
EX_C02470_e,NaN
EX_CE1935_e,NaN
EX_CE1940_e,NaN
EX_CE1943_e,NaN
EX_CE1936_e,NaN
EX_CE1939_e,NaN
CITt4_4,NaN
GLYt7_311_r,NaN
HCO3_NAt,1.56675
PIt8,2.27988541666667
PIt9,NaN
PROt4_2_r,NaN
CYOOm3,1.390125
biomass,NaN
ALAATB0tc,NaN
ALAyLATthc,1.02529166666667
ARGATB0tc,NaN
ASNATB0tc,NaN
ASNPHELAT2tc,1.96202083333333
BALABETAtc,0.570927083333333
CHOLESTTDe,NaN
CYSATB0tc,NaN
CYSPHELAT2tc,1.96202083333333
CYSSNAT5tc,0.0576458333333333
GLCSGLT1le,NaN
GLNATB0tc,NaN
GLNyLATthc,1.02529166666667
GLYSNAT5tc,0.0576458333333333
HISCAT1,1.29203125
HISSNAT5tc,0.0576458333333333
HISyLATtc,1.02529166666667
HISyLATthc,1.02529166666667
ILEATB0tc,NaN
ILELAT1tc,0.893260416666667
ILEPHELAT2tc,1.96202083333333
LEUATB0tc,NaN
LEUPHELAT2tc,1.96202083333333
LEUyLAThtc,1.02529166666667
LYSATB0tc,NaN
METATB0tc,NaN
METyLATthc,1.02529166666667
MTHFTe,NaN
OAADC,NaN
ORNALArBATtc,0.0164583333333333
ORNLEUrBATtc,0.0164583333333333
PHEATB0tc,NaN
PHEyLATthc,1.02529166666667
PROIMINOtc,0.0164791666666667
SERATB0tc,NaN
THRATB0tc,NaN
THRPHELAT2tc,1.96202083333333
TRPATB0tc,NaN
TYRATB0tc,NaN
TYRPHELAT2tc,1.96202083333333
VALATB0tc,NaN
VALLAT1tc,0.893260416666667
VALPHELAT2tc,1.96202083333333
3AIB_Dtm,NaN
3HCO3_NAt,0.0367083333333333
ADNK3,NaN
ADNK4,NaN
AHCYStd,NaN
AMETtd,NaN
ASPPROASCT1,1.09121875
ASPte,NaN
CHSTEROLtrc,NaN
DHAPtc,NaN
FADH2ETC,2.17429166666667
G6PDH2c,0.826989583333333
GLU5SAtmc,NaN
GLUPROASCT1,1.09121875
GLY3Pt,NaN
GLYC3PFADm,NaN
GLYC3Ptmc,NaN
GNDc,2.39538541666667
LACLt,NaN
MTHFR3,0.462520833333333
NADtx,NaN
P5CR,0.958854166666667
PGLc,0.700947916666667
PPItm,NaN
PRO1x,NaN
PTCRTD,NaN
RPEc,1.83030208333333
SPMTDe,NaN
SPRMTDe,0.0546354166666667
34HPPte,NaN
3MOBte,NaN
3MOPte,NaN
4MOPte,NaN
5MTAte,NaN
AHCYSte,NaN
EX_34hpp,NaN
EX_3mob_e,NaN
EX_3mop_e,NaN
EX_4mop_e,NaN
EX_5mta_e,NaN
EX_ahcys_e,NaN
EX_mal_L_e,NaN
MAL_Lte,NaN
OROTGLUt,NaN
LMPD_atp_c_1_10,NaN
LMPD_gtp_c_1_9,NaN
LMPD_pail_hs_c_1_10,NaN
LMPD_ctp_c_1_5,NaN
LMPD_pchol_hs_c_1_9,NaN
LMPD_pe_hs_c_1_9,NaN
LMPD_chsterol_c_1_21,NaN
LMPD_pglyc_hs_c_1_11,NaN
LMPD_clpn_hs_c_1_12,NaN
LMPD_dgtp_n_1_11,NaN
LMPD_dctp_n_1_7,NaN
LMPD_datp_n_1_12,NaN
LMPD_dttp_n_1_11,NaN
LMPD_ps_hs_c_1_8,NaN
LMPD_sphmyln_hs_c_1_12,NaN
