Var1,ASP14_i10_plus_low
PTE3x,0.470927083333333
PTE4x,0.470927083333333
PTHPS,1.6215
PTRCAT1,2.66905208333333
PTRCOX1,0.0144375
PVD3,NaN
PYAM5POr,0.91203125
PYDXDH,0.249166666666667
PYDXK,1.42313541666667
PYDXPP,NaN
PYNP2r,1.21848958333333
PYRt2m,2.35032291666667
PYRt2p,2.35032291666667
QUILSYN,NaN
RADH,NaN
RADH2,NaN
RADH3,NaN
RADH4,NaN
RAHY,NaN
RAI1,NaN
RAI2,NaN
RAI3,0.78365625
RAI4,NaN
RAtn,NaN
RAtn3,NaN
RBK_D,0.117770833333333
RBTt,NaN
RDH1,0.00614583333333333
RDH1a,1.92821875
RDH2,0.00614583333333333
RDH2a,1.92821875
RDH3,0.00614583333333333
RDH3a,1.92821875
RDH4,0.00614583333333333
RETFA,NaN
RETFAt,NaN
RETFAt1,NaN
RETFAt2,NaN
RETH,0.881895833333333
RETH1,NaN
RETH1e,NaN
RETH2,NaN
RETH2e,NaN
RETHe,NaN
RETI1,NaN
RETI2,NaN
RETI3,NaN
RETNGLCt,NaN
RETNGLCt2,NaN
RETNGLCt2r,NaN
RETNGLCtr,NaN
RETNt,NaN
RETNtr,NaN
RETNtr2,NaN
RIBFLVt3,NaN
RIBt,NaN
RIBt2,NaN
RNMK,0.28525
RTOTAL2t,NaN
RTOTAL3CRNCPT1,0.60734375
RTOTAL3CRNCPT2,0.15671875
RTOTAL3CRNt,NaN
RTOTALt,NaN
Rtotaltl,NaN
S23T2g,0.54184375
S23T4g,0.54184375
S23Tg,0.47234375
S2L2FN2M2MASNtly,NaN
S2L2N2M2MASNtly,NaN
S2T1g,0.456375
S2T2g,0.456375
S2T3g,0.456375
S2T4g,1.09703125
S2TASE1ly,1.94875
S2TASE2ly,1.94875
S2TASE3ly,1.94875
S2TASE4ly,NaN
S2TASE5ly,NaN
S3T1g,0.0649166666666667
S3T2g,0.0649166666666667
S3T3g,NaN
S3TASE1ly,NaN
S3TASE2ly,NaN
S3TASE3ly,NaN
S4T1g,0.7066875
S4T2g,0.7066875
S4T3g,0.7066875
S4T4g,NaN
S4T5g,NaN
S4T6g,0.7066875
S4TASE1ly,1.61830208333333
S4TASE2ly,1.61830208333333
S4TASE3ly,1.61830208333333
S4TASE4ly,1.61830208333333
S4TASE5ly,1.61830208333333
S6T16g,0.541135416666667
S6T17g,0.541135416666667
S6T18g,0.902427083333333
S6T19g,0.902427083333333
S6T1g,0.541135416666667
S6T20g,0.902427083333333
S6T21g,0.902427083333333
S6T22g,0.217166666666667
S6T23g,0.217166666666667
S6T24g,0.902427083333333
S6T25g,0.9243125
S6T2g,0.541135416666667
S6T3g,0.902427083333333
S6TASE10ly,0.759854166666667
S6TASE11ly,1.7601875
S6TASE12ly,1.7601875
S6TASE13ly,1.7601875
S6TASE14ly,1.7601875
S6TASE15ly,1.7601875
S6TASE16ly,1.7601875
S6TASE17ly,1.7601875
S6TASE18ly,1.7601875
S6TASE19ly,1.7601875
S6TASE1ly,1.7601875
S6TASE20ly,1.7601875
S6TASE21ly,1.7601875
S6TASE22ly,0.759854166666667
S6TASE23ly,1.7601875
S6TASE24ly,1.7601875
S6TASE25ly,0.759854166666667
S6TASE26ly,1.7601875
S6TASE2ly,1.7601875
S6TASE3ly,1.7601875
S6TASE4ly,0.759854166666667
S6TASE5ly,0.759854166666667
S6TASE6ly,0.759854166666667
S6TASE7ly,0.759854166666667
S6TASE8ly,0.759854166666667
S6TASE9ly,0.759854166666667
SACCD3m,1.10778125
SACCD4m,1.10778125
SADT,2.58134375
SALMCOM,1.78252083333333
SALMCOM2,NaN
SAMHISTA,0.16440625
SARCOXp,0.0284895833333333
SARCStex,NaN
SARCStm,NaN
SARCStp,NaN
SARDHm,0.0161354166666667
SBPP1er,0.728520833333333
SBPP3er,0.728520833333333
SBTD_D2,1.03632291666667
SBTR,2.37051041666667
SCP21x,1.99159375
SCP22x,1.99159375
SCP2x,1.99159375
SCPx,1.99159375
Ser_Thrtg,NaN
SERALANaEx,1.9204375
SERASNNaEx,1.9204375
SERCYSNaEx,1.9204375
SERDGLNexR,0.0722708333333333
SERDGLYexR,0.0722708333333333
SERGLNexR,0.0722708333333333
SERGLNNaEx,1.9204375
SERGLYexR,0.0722708333333333
SERHL,NaN
SERLYSNaex,0.0117708333333333
SERPT,1.13975
SERt4,3.20634375
SERTHRNaEx,1.9204375
SERtN1,0.018375
SERtp,NaN
SFGTH,2.06077083333333
SGALSIDEtg,NaN
SGALSIDEtl,NaN
SGPL12r,1.80790625
SIAASE2ly,0.759854166666667
SIAASE3ly,0.759854166666667
SIAASE4ly,0.759854166666667
SIAASEly,0.759854166666667
SIAT4Bg,0.54184375
SIAT9g,0.93909375
sink_citr_c,NaN
sink_pre_prot_r,NaN
SLCBK1,0.22909375
SLDt,NaN
SLDx,2.52566666666667
SMPD3g,0.900802083333333
SMPD3l,0.487947916666667
SMPD4,0.129354166666667
SMS,0.486052083333333
SO4CLtex2,0.28603125
SO4HCOtex,1.28785416666667
SO4OXAtex2,0.28603125
SO4t4_2,0.11559375
SO4tl,NaN
SOAT12,1.43032291666667
SPC_HSt,NaN
SPH1Pte,NaN
SPH1Ptr,NaN
SPHGNtr,NaN
SPHINGStl,NaN
SPHINGStr,NaN
SPHK21c,0.22909375
SPHMDAc,NaN
SPHMYLNtg,NaN
SPHMYLNtl,NaN
SPHS1Pte,NaN
SPHS1Ptr,NaN
SPMDOX,NaN
SPODMe,NaN
SPODMm,1.79260416666667
SPODMn,2.667625
SPODMx,2.667625
SPR,0.238729166666667
SPRMS,2.261
SPTix,NaN
SQLEr,1.34692708333333
SQLSr,2.25880208333333
SR5AR2r,0.509854166666667
SR5ARr,0.509854166666667
SRTNACT,0.0143958333333333
SRTNt6_2_r,0.0215520833333333
SRTNtu,0.05575
ST3GAL21g,0.54184375
ST3GAL22g,0.54184375
ST3GAL23g,0.54184375
ST3GAL31g,0.0993020833333333
ST3GAL61g,0.145385416666667
ST3GAL62g,0.145385416666667
ST6GALNAC21,0.0918333333333333
ST6GALNAC22,0.0918333333333333
ST6GALNAC23,0.0918333333333333
ST6GALNAC24,0.0918333333333333
ST6GALNAC25,0.0918333333333333
ST6GALNAC26,0.0918333333333333
ST6GALNAC27,0.0918333333333333
ST6GALNAC28,0.0918333333333333
ST6GALNAC31,0.379354166666667
ST6GALNAC62,0.379354166666667
ST8SIA11,NaN
ST8SIA12,NaN
ST8SIA51g,0.523760416666667
ST8SIA52g,0.523760416666667
ST8SIA53g,0.523760416666667
ST8SIA54g,0.523760416666667
ST8SIA55g,0.523760416666667
ST8SIA56g,0.523760416666667
STCOAtx,NaN
STRDNCCPT1,0.60734375
STRDNCCPT2,0.15671875
STRDNCCRNt,NaN
STRDNCt,NaN
STS1,0.31371875
STS1r,0.31371875
STS2,0.31371875
STS2r,0.31371875
SUCCt2m,0.125916666666667
SUCCt4_2,NaN
SUCCtp,NaN
SUCD1m,0.640885416666667
SUCOAS1m,0.708197916666667
SUCOASm,1.36521875
SUCRe,NaN
SULFOX,0.0186666666666667
T4HCINNMFM,NaN
TAGAT_Dt,NaN
TAGt,NaN
TAURt4_2_r,0.807447916666667
TAURtcx,0.807447916666667
TAXOLte,NaN
TCHOLAt,0.7326875
TCHOLAt2,0.02290625
TCHOLAte,NaN
TCHOLAtx,NaN
TCYNTt,NaN
TCYNTtm,NaN
TDCHOLAte,NaN
TDCHOLAtx,NaN
TDP,NaN
TDPm,NaN
TETHEX3COAtx,NaN
TETHEX3t,NaN
TETPENT3COAtx,NaN
TETPENT3CPT1,0.60734375
TETPENT3CPT2,0.15671875
TETPENT3CRNt,NaN
TETPENT3t,NaN
TETPENT6COAtx,NaN
TETPENT6CPT1,0.60734375
TETPENT6CPT2,0.15671875
TETPENT6CRNt,NaN
TETPENT6t,NaN
TETTET6COAtx,NaN
TETTET6CPT1,0.60734375
TETTET6CPT2,0.15671875
TETTET6CRNt,NaN
TETTET6t,NaN
THBPT4ACAMDASE,1.22928125
THCHOLSTOICtm,NaN
THD1m,1.27892708333333
THFt2,0.26084375
THFtl,NaN
THFtm,NaN
THMDt4,NaN
THMMPt4,0.26084375
THMMPtm,NaN
THMP,NaN
THMPPtm,NaN
THMt2m,NaN
THMTP,0.0422916666666667
THMTPt,0.26084375
THP2Ctp,NaN
THRALANaEx,1.9204375
THRASNNaEx,1.9204375
THRCYSNaEx,1.9204375
THRGLNexR,0.0722708333333333
THRGLNNaEx,1.9204375
THRGLYexR,0.0722708333333333
THRSERNaEx,1.9204375
THRt4,3.20634375
THYMDt1,0.33965625
THYMDtl,0.250145833333333
THYMDtm,0.33965625
THYMt,0.24615625
THYOXt,0.7326875
THYOXt2,0.50590625
THYPX,0.00310416666666667
TMABADH,1.22529166666667
TMDK1m,0.179989583333333
TMDPP,NaN
TMDPPK,NaN
TMLYSOX,0.601270833333333
TMNDNCCOAtx,NaN
TMNDNCCPT1,0.60734375
TMNDNCCPT2,0.15671875
TMNDNCCRNt,NaN
TMNDNCt,NaN
TOLBUTAMIDEte,NaN
TRDR,2.70565625
TRDR2,2.70565625
TRDR3,2.70565625
TREH,0.1081875
TREHe,NaN
TRIODTHYSUFt,NaN
TRIODTHYSULT,0.157302083333333
TRIODTHYt,0.7326875
TRIODTHYt2,0.50590625
TRIOK,NaN
TRPHYDRO2,0.0149166666666667
TRPO2,3.09365625
TRPt4,0.0210520833333333
TRYPTAOX,0.1529375
TS3,NaN
TSTSTERONEGLCte,0.818802083333333
TSTSTERONEGLCtr,NaN
TSTSTERONESte,NaN
TSTSTERONESULT,NaN
TSTSTERONEt,NaN
TSTSTERONEtr,NaN
TSULt4_3,NaN
TTDCAtr,NaN
TTDCPT2,0.15671875
TTDCRNt,NaN
TXA2te,NaN
TXA2tr,NaN
TXASr,0.0635104166666667
TYMSFt,NaN
TYMSULT,0.157302083333333
TYR3MO2,NaN
TYRASE,0.07409375
TYRCBOX,NaN
TYRDOPO,NaN
TYRDOPO3,NaN
TYROXDAc,0.1529375
TYRt,0.01834375
TYRt4,0.0210520833333333
TYRTAm,1.86457291666667
UAG2EMAi,0.845145833333333
UAGALDP,NaN
UDPACGALtl,NaN
UDPDOLPT_L,1.27220833333333
UDPG1P,NaN
UDPGALtg,0.80540625
UDPGD,2.2925
UDPGLCAter,1.19065625
UDPGLCAtg,NaN
UDPGLCter,NaN
UDPGLDCg,1.27940625
UDPGNP,NaN
UDPGP,0.718635416666667
UDPtl,NaN
UDPXYLter,NaN
UDPXYLtg,0.96353125
UGALGTg,2.18164583333333
UGALNACtg,0.80540625
UGCG,1.76607291666667
UGLCNACtg,0.0191666666666667
UGT1A10r,NaN
UGT1A1r,NaN
UGT1A2r,NaN
UGT1A3r,NaN
UGT1A4r,NaN
UGT1A5r,NaN
UGT1A5r2,NaN
UGT1A6r,NaN
UGT1A7r,NaN
UGT1A8r,NaN
UGT1A9r,NaN
UMPK2,2.15271875
UMPK2n,2.15271875
UMPK3,2.15271875
UMPK3n,2.15271875
UMPK4,2.15271875
UMPK4n,2.15271875
UMPK5,2.15271875
UMPK5n,2.15271875
UMPK6,2.15271875
UMPK6n,2.15271875
UMPK7,2.15271875
UMPK7n,2.15271875
UMPKn,2.15271875
UMPtr,NaN
UPPN,NaN
URAt,0.24615625
URATEt,NaN
URATEtx,NaN
UREAt5,NaN
UREAtm,NaN
URIDK2m,1.35132291666667
URIK1,1.44171875
URIt,0.33965625
URIt4,0.00773958333333333
Uritl,0.250145833333333
Uritn,NaN
UROLACer,NaN
UTPtn,NaN
VACCt,NaN
VALt4,0.0210520833333333
VALt5m,NaN
VALTAm,0.965875
VALtec,0.204416666666667
VD3,NaN
VITD3t,NaN
VLCS2p,0.520479166666667
VLCS2r,0.520479166666667
VLCSp,NaN
VLCSr,NaN
WHDDCAte,NaN
WHHDCAte,NaN
WHTSTSTERONEte,NaN
WHTTDCAte,NaN
XANDp,0.0343333333333333
XANtx,NaN
XAO2x,0.0343333333333333
XAOx,0.0343333333333333
XOL27OHtm,NaN
XOL7AH2tm,NaN
XOL7AONEtr,NaN
XOLDIOLONEt,NaN
XOLEST2te,NaN
XOLESTte,NaN
XOLTRI24tc,NaN
XOLTRI24te,NaN
XOLTRI25tc,NaN
XOLTRI25te,NaN
XOLTRI27tc,NaN
XOLTRI27te,NaN
XOLTRIOLtm,NaN
XSERtg,NaN
XYLK,0.1580625
XYLTD_Dr,NaN
XYLTer,1.5584375
XYLtly,NaN
XYLTt,NaN
XYLUR,0.892770833333333
YVITEt,NaN
EX_4abutn_e,NaN
EX_acmana_e,NaN
EX_ahdt_e,NaN
EX_ctp_e,NaN
EX_dgmp_e,NaN
EX_dgtp_e,NaN
EX_dha_e,NaN
EX_dhap_e,NaN
EX_dtmp_e,NaN
EX_dttp_e,NaN
EX_fad_e,NaN
EX_fald_e,NaN
EX_g1p_e,NaN
EX_HC00229_e,NaN
EX_HC00250_e,NaN
EX_HC01104_e,NaN
EX_HC01361_e,NaN
EX_HC01440_e,NaN
EX_HC01441_e,NaN
EX_HC01444_e,NaN
EX_HC01446_e,NaN
EX_HC01577_e,NaN
EX_HC01609_e,NaN
EX_HC01610_e,NaN
EX_HC01700_e,NaN
EX_HC02160_e,NaN
EX_HC02161_e,NaN
EX_itp_e,NaN
EX_orot_e,NaN
EX_prpp_e,NaN
EX_pydx5p_e,NaN
EX_udpg_e,NaN
r0002,NaN
r0009,2.32621875
r0013,1.12998958333333
r0016,0.0276666666666667
r0021,1.0665625
r0022,1.0665625
r0023,1.81183333333333
r0024,0.0840520833333333
r0027,0.30803125
r0028,0.61103125
r0033,0.970927083333333
r0034,NaN
r0047,3.03342708333333
r0051,1.68679166666667
r0055,NaN
r0062,NaN
r0068,0.364395833333333
r0074,0.03009375
r0081,0.73053125
r0083,1.90284375
r0084,1.90284375
r0085,1.85941666666667
r0086,1.85941666666667
r0093,0.718635416666667
r0097,0.364395833333333
r0113,0.845145833333333
r0119,1.46198958333333
r0122,NaN
r0129,0.0805
r0130,0.0805
r0139,0.61103125
r0142,0.0186666666666667
r0145,0.0840520833333333
r0149,0.61103125
r0153,NaN
r0156,NaN
r0157,NaN
r0160,NaN
r0165,NaN
r0166,1.46198958333333
r0170,2.25880208333333
r0173,3.09003125
r0178,NaN
r0179,NaN
r0181,0.61103125
r0186,NaN
r0191,0.91665625
r0193,NaN
r0196,1.17410416666667
r0202,0.00525
r0205,0.117364583333333
r0208,0.9605625
r0210,0.806
r0221,0.364395833333333
r0224,1.12984375
r0226,1.12984375
r0236,NaN
r0239,1.51432291666667
r0242,0.204239583333333
r0245,2.37051041666667
r0246,2.37051041666667
r0249,0.303833333333333
r0276,1.5291875
r0280,NaN
r0281,NaN
r0283,NaN
r0287,0.919291666666667
r0301,1.95680208333333
r0308,1.25407291666667
r0309,0.972927083333333
r0310,1.60228125
r0311,1.9370625
r0317,1.17757291666667
r0319,0.364395833333333
r0321,0.469729166666667
r0330,NaN
r0331,NaN
r0340,0.0430104166666667
r0354,0.968364583333333
r0355,0.968364583333333
r0357,0.968364583333333
r0358,0.968364583333333
r0360,0.968364583333333
r0361,0.968364583333333
r0363,0.968364583333333
r0364,0.968364583333333
r0365,NaN
r0377,0.491427083333333
r0380,1.69909375
r0381,NaN
r0383,1.67408333333333
r0385,0.0151354166666667
r0386,0.0151354166666667
r0388,0.91203125
r0389,0.91203125
r0390,NaN
r0391,0.121447916666667
r0393,1.55115625
r0394,0.0343333333333333
r0395,0.0343333333333333
r0399,NaN
r0402,0.238729166666667
r0403,0.0149166666666667
r0407,0.265197916666667
r0408,0.91665625
r0409,0.91665625
r0410,1.46198958333333
r0413,NaN
r0423,1.90284375
r0424,1.90284375
r0425,1.90284375
r0426,1.17757291666667
r0431,0.15671875
r0432,0.15671875
r0433,0.15671875
r0434,0.15671875
r0437,0.15671875
r0438,0.15671875
r0440,0.15671875
r0441,0.15671875
r0443,0.15671875
r0444,0.15671875
r0450,NaN
r0451,NaN
r0456,NaN
r0463,NaN
r0465,NaN
r0466,NaN
r0470,0.566135416666667
r0472,0.566135416666667
r0474,0.566135416666667
r0475,0.566135416666667
r0480,NaN
r0483,0.26159375
r0488,1.52284375
r0494,0.61103125
r0497,0.61103125
r0502,0.0343333333333333
r0504,0.0343333333333333
r0509,0.640885416666667
r0510,2.17246875
r0511,2.17246875
r0512,1.12984375
r0514,1.12984375
r0517,1.17410416666667
r0522,0.03571875
r0523,0.0577708333333333
r0525,1.10778125
r0527,NaN
r0531,1.44171875
r0537,1.80790625
r0539,0.927010416666667
r0541,0.477270833333333
r0545,0.0692708333333333
r0546,0.0692708333333333
r0547,0.0692708333333333
r0548,0.0692708333333333
r0552,1.41782291666667
r0553,1.41782291666667
r0555,1.29115625
r0557,0.455552083333333
r0558,NaN
r0560,NaN
r0561,0.81528125
r0568,1.46821875
r0571,NaN
r0573,0.520479166666667
r0575,2.25880208333333
r0578,0.8038125
r0579,0.8038125
r0584,0.32621875
r0587,0.204239583333333
r0590,0.970927083333333
r0591,0.718635416666667
r0594,1.41782291666667
r0595,0.625739583333333
r0596,1.483375
r0603,0.73646875
r0604,0.81528125
r0610,0.91665625
r0611,0.91665625
r0615,1.005375
r0616,1.005375
r0617,1.005375
r0618,1.005375
r0627,1.40344791666667
r0629,0.01321875
r0630,0.01321875
r0633,0.972927083333333
r0634,0.919291666666667
r0636,0.152145833333333
r0637,0.152145833333333
r0638,0.972927083333333
r0639,0.919291666666667
r0641,0.0805
r0642,1.55115625
r0643,1.55115625
r0645,NaN
r0647,NaN
r0648,0.0805
r0649,0.0805
r0650,0.520479166666667
r0651,0.520479166666667
r0652,0.972927083333333
r0653,0.919291666666667
r0655,1.60228125
r0656,0.81528125
r0660,0.0434791666666667
r0661,0.0434791666666667
r0666,2.07234375
r0669,0.0434791666666667
r0670,0.0151354166666667
r0672,0.18321875
r0673,0.238729166666667
r0686,0.03009375
r0688,1.55115625
r0698,0.919291666666667
r0706,0.397385416666667
r0707,0.204239583333333
r0714,0.0434791666666667
r0715,0.0434791666666667
r0716,0.0434791666666667
r0717,0.0434791666666667
r0718,0.0434791666666667
r0719,0.0434791666666667
r0720,0.0434791666666667
r0721,0.0434791666666667
r0722,0.0434791666666667
r0723,0.0434791666666667
r0724,0.919291666666667
r0726,0.0434791666666667
r0727,0.0434791666666667
r0728,0.0434791666666667
r0729,0.0434791666666667
r0730,0.0434791666666667
r0731,0.0434791666666667
r0732,0.919291666666667
r0733,0.0434791666666667
r0734,0.0434791666666667
r0735,0.972927083333333
r0737,1.69909375
r0739,2.34097916666667
r0741,0.0565208333333333
r0743,1.49465625
r0744,1.49465625
r0747,NaN
r0750,NaN
r0752,0.0692708333333333
r0753,0.0692708333333333
r0754,0.0692708333333333
r0755,0.0692708333333333
r0756,0.0692708333333333
r0757,0.0692708333333333
r0758,1.55115625
r0774,1.95872916666667
r0779,1.483375
r0781,0.349083333333333
r0782,1.51461458333333
r0783,0.702479166666667
r0784,NaN
r0786,1.80790625
r0787,0.728520833333333
r0788,NaN
r0789,NaN
r0791,0.972927083333333
r0795,NaN
r0796,NaN
r0797,0.01321875
r0801,1.78385416666667
r0809,NaN
r0812,1.1825625
r0813,0.0449375
r0817,0.111635416666667
r0818,NaN
r0819,0.125916666666667
r0821,0.125916666666667
r0822,0.125916666666667
r0826,NaN
r0829,0.125916666666667
r0830,0.125916666666667
r0834,0.125916666666667
r0835,0.125916666666667
r0836,0.125916666666667
r0838,NaN
r0839,NaN
r0840,NaN
r0841,NaN
r0842,NaN
r0845,0.840833333333333
r0853,NaN
r0859,NaN
r0860,NaN
r0870,NaN
r0871,NaN
r0879,0.411697916666667
r0881,NaN
r0885,0.125916666666667
r0886,NaN
r0892,NaN
r0899,NaN
r0907,NaN
r0908,NaN
r0909,NaN
r0911,NaN
r0913,1.07416666666667
r0915,1.07416666666667
r0917,1.07416666666667
r0921,NaN
r0924,NaN
r0926,NaN
r0927,NaN
r0931,NaN
r0932,NaN
r0934,0.807447916666667
r0936,NaN
r0937,NaN
r0940,NaN
r0942,0.3281875
r0944,NaN
r0946,0.097125
r0950,NaN
r0954,2.35032291666667
r0960,0.0276666666666667
r0961,0.0276666666666667
r0962,NaN
r0968,NaN
r0970,NaN
r0973,NaN
r0974,NaN
r0975,NaN
r0983,0.520479166666667
r0984,0.520479166666667
r0986,NaN
r0987,NaN
r0989,NaN
r0990,NaN
r0993,0.249385416666667
r0994,NaN
r0995,NaN
r0997,0.152145833333333
r0998,NaN
r0999,NaN
r1000,NaN
r1001,NaN
r1002,NaN
r1003,NaN
r1005,NaN
r1006,NaN
r1007,NaN
r1008,NaN
r1011,NaN
r1012,NaN
r1013,NaN
r1014,NaN
r1015,0.02290625
r1017,NaN
r1018,NaN
r1019,NaN
r1020,NaN
r1024,NaN
r1025,NaN
r1026,NaN
r1028,NaN
r1029,NaN
r1030,NaN
r1043,NaN
r1044,NaN
r1045,0.00773958333333333
r1050,NaN
r1051,NaN
r1052,NaN
r1078,NaN
r1088,NaN
r1090,1.07416666666667
r1106,NaN
r1109,NaN
r1116,NaN
r1117,NaN
r1134,NaN
r1135,0.47703125
r1143,NaN
r1144,NaN
r1146,NaN
r1147,1.07416666666667
r1148,NaN
r1150,NaN
r1154,0.471520833333333
r1155,2.35032291666667
r1156,1.44171875
r1159,NaN
r1162,NaN
r1163,0.02290625
r1164,1.43032291666667
r1165,1.43032291666667
r1166,1.43032291666667
r1167,1.43032291666667
r1168,1.43032291666667
r1169,1.43032291666667
r1170,1.43032291666667
r1171,1.43032291666667
r1172,1.90092708333333
r1174,1.90092708333333
r1175,1.90092708333333
r1177,1.90092708333333
r1179,1.90092708333333
r1181,1.90092708333333
r1182,1.90092708333333
r1183,1.90092708333333
r1251,1.9370625
r1252,1.9370625
r1253,1.9370625
r1254,1.9370625
r1255,1.9370625
r1257,1.9370625
r1259,1.9370625
r1260,1.9370625
r1262,1.9370625
r1291,NaN
r1292,NaN
r1298,NaN
r1299,NaN
r1301,NaN
r1302,NaN
r1303,NaN
r1304,NaN
r1318,NaN
r1364,NaN
r1365,NaN
r1367,NaN
r1368,NaN
r1374,NaN
r1375,NaN
r1377,NaN
r1378,2.34097916666667
r1380,0.702479166666667
r1382,0.483427083333333
r1383,1.532
r1384,NaN
r1391,NaN
r1392,NaN
r1400,NaN
r1401,NaN
r1411,1.69909375
r1418,0.0322708333333333
r1421,NaN
r1423,NaN
r1427,NaN
r1428,NaN
r1429,NaN
r1434,NaN
r1435,NaN
r1436,NaN
r1437,NaN
r1440,NaN
r1443,0.598708333333333
r1444,0.598708333333333
r1445,0.598708333333333
r1446,0.598708333333333
r1447,0.598708333333333
r1448,0.598708333333333
r1449,0.598708333333333
r1450,0.598708333333333
r1451,0.598708333333333
r1454,2.35032291666667
r1455,NaN
r1456,NaN
r1457,NaN
r1459,NaN
r1467,NaN
r1468,NaN
r1472,NaN
r1474,0.0434791666666667
r1477,0.0434791666666667
r1481,0.919291666666667
r1487,1.9370625
r1493,NaN
r1495,0.02290625
r1497,0.02290625
r1498,0.02290625
r1499,0.02290625
r1500,0.02290625
r1501,0.02290625
r1502,0.02290625
r1503,0.02290625
r1512,NaN
r1514,0.791572916666667
r1515,0.791572916666667
r1516,0.791572916666667
r1517,0.791572916666667
r1518,0.791572916666667
r1519,0.791572916666667
r1520,0.791572916666667
r1521,0.791572916666667
r1522,0.791572916666667
r1523,0.791572916666667
r1525,0.791572916666667
r1527,0.791572916666667
r1529,0.791572916666667
r1530,NaN
r1531,NaN
r1532,NaN
r1533,NaN
r1536,0.834083333333333
r1538,NaN
r1540,0.807447916666667
r1544,0.781302083333333
r1546,0.781302083333333
r1547,0.781302083333333
r1548,0.781302083333333
r1549,0.781302083333333
r1551,0.781302083333333
r1552,0.781302083333333
r1553,0.781302083333333
r1554,0.781302083333333
r1556,0.781302083333333
r1557,0.781302083333333
r1559,0.781302083333333
r1560,0.781302083333333
r1561,0.781302083333333
r1562,0.781302083333333
r1563,0.781302083333333
r1564,0.781302083333333
r1565,0.781302083333333
r1566,0.781302083333333
r1567,0.781302083333333
r1568,0.781302083333333
r1569,0.781302083333333
r1570,0.781302083333333
r1571,0.781302083333333
r1573,0.781302083333333
r1574,0.781302083333333
r1575,0.781302083333333
r1576,0.781302083333333
r1578,0.781302083333333
r1579,0.781302083333333
r1580,0.781302083333333
r1581,0.781302083333333
r1583,0.781302083333333
r1584,0.781302083333333
r1585,0.781302083333333
r1586,0.781302083333333
r1587,0.781302083333333
r1588,0.781302083333333
r1589,0.781302083333333
r1590,0.781302083333333
r1591,0.781302083333333
r1592,0.781302083333333
r1593,0.781302083333333
r1594,0.781302083333333
r1595,0.781302083333333
r1596,0.781302083333333
r1597,0.781302083333333
r1598,0.781302083333333
r1599,0.781302083333333
r1600,0.781302083333333
r1602,0.781302083333333
r1603,0.781302083333333
r1604,0.781302083333333
r1605,0.781302083333333
r1606,0.781302083333333
r1607,0.781302083333333
r1608,0.781302083333333
r1609,0.781302083333333
r1610,0.781302083333333
r1611,0.781302083333333
r1612,0.781302083333333
r1613,0.781302083333333
r1614,0.781302083333333
r1615,0.781302083333333
r1616,0.781302083333333
r1617,0.781302083333333
r1618,0.781302083333333
r1619,0.781302083333333
r1620,0.781302083333333
r1621,0.781302083333333
r1622,0.781302083333333
r1623,0.781302083333333
r1624,0.781302083333333
r1625,0.781302083333333
r1626,0.781302083333333
r1627,0.781302083333333
r1628,0.781302083333333
r1629,0.781302083333333
r1630,0.781302083333333
r1631,0.781302083333333
r1632,0.781302083333333
r1633,0.781302083333333
r1634,0.781302083333333
r1635,0.781302083333333
r1636,0.781302083333333
r1637,0.781302083333333
r1638,0.781302083333333
r1639,0.781302083333333
r1640,0.781302083333333
r1641,0.781302083333333
r1642,0.781302083333333
r1643,0.781302083333333
r1644,0.781302083333333
r1645,0.781302083333333
r1646,0.781302083333333
r1647,0.781302083333333
r1648,0.781302083333333
r1649,0.781302083333333
r1650,0.781302083333333
r1651,0.781302083333333
r1652,0.781302083333333
r1653,0.781302083333333
r1654,0.781302083333333
r1655,0.781302083333333
r1656,0.781302083333333
r1657,0.781302083333333
r1658,0.781302083333333
r1659,0.781302083333333
r1660,0.781302083333333
r1661,0.781302083333333
r1662,0.781302083333333
r1664,0.820739583333333
r1665,0.820739583333333
r1666,0.820739583333333
r1668,0.820739583333333
r1669,0.820739583333333
r1670,0.820739583333333
r1671,0.820739583333333
r1672,0.820739583333333
r1673,0.820739583333333
r1674,0.820739583333333
r1675,0.820739583333333
r1676,0.820739583333333
r1677,0.820739583333333
r1678,0.820739583333333
r1679,0.820739583333333
r1680,0.820739583333333
r1681,0.820739583333333
r1682,0.820739583333333
r1683,0.820739583333333
r1684,0.820739583333333
r1685,0.820739583333333
r1686,0.820739583333333
r1687,0.820739583333333
r1690,0.820739583333333
r1691,0.820739583333333
r1692,0.820739583333333
r1693,0.820739583333333
r1695,0.820739583333333
r1696,0.820739583333333
r1698,0.820739583333333
r1700,0.820739583333333
r1701,0.820739583333333
r1702,0.820739583333333
r1705,0.820739583333333
r1706,0.820739583333333
r1707,0.820739583333333
r1708,0.820739583333333
r1710,0.820739583333333
r1711,0.820739583333333
r1713,0.820739583333333
r1715,0.820739583333333
r1716,0.820739583333333
r1717,0.820739583333333
r1720,0.820739583333333
r1721,0.820739583333333
r1722,0.820739583333333
r1723,0.820739583333333
r1725,0.820739583333333
r1726,0.820739583333333
r1728,0.820739583333333
r1730,0.820739583333333
r1731,0.820739583333333
r1732,0.820739583333333
r1733,0.820739583333333
r1734,0.820739583333333
r1735,0.820739583333333
r1736,0.820739583333333
r1737,0.820739583333333
r1738,0.820739583333333
r1739,0.820739583333333
r1740,0.820739583333333
r1741,0.820739583333333
r1742,0.820739583333333
